0.00 0.060086650174007626 0.14804719803168948
0.01 0.060322737336201776 0.1488115279075825
0.02 0.06055836368703522 0.14957551114461645
0.03 0.060793529280058975 0.15033914339265111
0.04 0.06102823421611077 0.15110242047744255
0.05 0.061262478642454245 0.15186533839786504
0.06 0.06149626275193005 0.15262789332316493
0.07 0.06172958678211886 0.1533900815902473
0.08 0.06196245101451607 0.154151899700994
0.09 0.06219485577371788 0.15491334431961468
0.10 0.062426801426619175 0.15567441227002937
0.11 0.06265828838162249 0.15643510053328327
0.12 0.06288931708785862 0.1571954062449935
0.13 0.06311988803441822 0.15795532669282752
0.14 0.0633500017495945 0.15871485931401347
0.15 0.06357965880013705 0.1594740016928818
0.16 0.06380885979051659 0.16023275155843877
0.17 0.06403760536220039 0.16099110678197057
0.18 0.06426589619293845 0.16174906537467929
0.19 0.06449373299606037 0.16250662548534942
0.20 0.06472111651978261 0.16326378539804517
0.21 0.06494804754652614 0.1640205435298385
0.22 0.06517452689224455 0.16477689842856744
0.23 0.06540055540576205 0.16553284877062474
0.24 0.06562613396812174 0.1662883933587763
0.25 0.06585126349194392 0.1670435311200097
0.26 0.06607594492079398 0.16779826110341184
0.27 0.06630017922856038 0.16855258247807636
0.28 0.06652396741884194 0.16930649453103983
0.29 0.06674731052434506 0.17005999666524696
0.30 0.06697020960628995 0.17081308839754433
0.31 0.06719266575382654 0.17156576935670265
0.32 0.06741468008345941 0.17231803928146688
0.33 0.06763625373848196 0.17306989801863448
0.34 0.06785738788841941 0.17382134552116102
0.35 0.06807808372848094 0.1745723818462934
0.36 0.06829834247902045 0.1753230071537299
0.37 0.06851816538500606 0.1760732217038072
0.38 0.06873755371549826 0.176823025855714
0.39 0.0689565087631365 0.1775724200657306
0.40 0.06917503184363406 0.17832140488549497
0.41 0.06939312429528134 0.1790699809602941
0.42 0.06961078747845732 0.17981814902738122
0.43 0.069828022775149 0.18056590991431765
0.44 0.07004483158847884 0.18131326453734017
0.45 0.07026121534224014 0.1820602138997527
0.46 0.07047717548044002 0.18280675909034225
0.47 0.07069271346685033 0.18355290128181914
0.48 0.07090783078456583 0.18429864172928087
0.49 0.07112252893557008 0.18504398176869957
0.50 0.07133680944030851 0.18578892281543277
0.51 0.07155067383726905 0.18653346636275675
0.52 0.07176412368256946 0.1872776139804231
0.53 0.07197716054955236 0.18802136731323732
0.54 0.07218978602838658 0.1887647280796595
0.55 0.07240200172567608 0.18950769807042714
0.56 0.07261380926407497 0.19025027914719927
0.57 0.07282521028191001 0.19099247324122204
0.58 0.07303620643280893 0.19173428235201506
0.59 0.07324679938533589 0.19247570854607887
0.60 0.0734569908226331 0.19321675395562246
0.61 0.07366678244206873 0.19395742077731146
0.62 0.07387617595489133 0.19469771127103572
0.63 0.07408517308589017 0.19543762775869714
0.64 0.07429377557306172 0.1961771726230164
0.65 0.07450198516728229 0.19691634830635904
